id_pedido,fecha,anio,mes,trimestre,id_cliente,id_producto,categoria,region,segmento,cantidad,precio_unit,descuento,ratio_costo,ingreso,costo,ganancia,margen,tasa_impuesto,ganancia_neta,margen_neto,nivel_pedido,es_atipico
3124,2023-06-14,2023,6,2,622,2297,Belleza,Sur,Corporativo,7,342.41,0.15,0.687,2037.34,1399.65,637.69,0.313,0.19,516.53,0.2535,Premium,0
3125,2023-02-22,2023,2,1,749,2434,Deportes,Norte,Online,10,351.12,0.15,0.545,2984.52,1626.56,1357.96,0.455,0.19,1099.95,0.3686,Premium,0
3126,2023-02-10,2023,2,1,689,2183,Ropa,Sur,Retail,17,492.81,0.25,0.559,6283.33,3512.38,2770.95,0.441,0.19,2244.47,0.3572,Premium,0
3127,2023-06-17,2023,6,2,176,2178,Electrónica,Norte,Online,14,42.22,0.0,0.69,591.08,407.85,183.23,0.31,0.19,148.42,0.2511,Alto,0
3128,2023-12-05,2023,12,4,608,2197,Ropa,Oeste,Online,11,217.15,0.1,0.462,2149.79,993.2,1156.59,0.538,0.18,948.4,0.4412,Premium,0
3129,2023-06-01,2023,6,2,540,2127,Alimentos,Norte,Mayorista,6,123.35,0.05,0.477,703.09,335.37,367.72,0.523,0.19,297.85,0.4236,Alto,0
3130,2023-06-06,2023,6,2,353,2019,Hogar,Este,Online,8,317.06,0.2,0.51,2029.18,1034.88,994.3,0.49,0.21,785.5,0.3871,Premium,0
3131,2023-08-17,2023,8,3,419,2471,Alimentos,Centro,Online,19,404.37,0.25,0.676,5762.27,3895.29,1866.98,0.324,0.19,1512.25,0.2624,Premium,0
3132,2023-11-05,2023,11,4,362,2410,Electrónica,Norte,Retail,19,483.32,0.15,0.53,7805.62,4136.98,3668.64,0.47,0.19,2971.6,0.3807,Premium,1
3133,2023-08-07,2023,8,3,696,2421,Deportes,Centro,Online,17,230.03,0.1,0.525,3519.46,1847.72,1671.74,0.475,0.19,1354.11,0.3847,Premium,0
3134,2023-03-27,2023,3,1,757,2327,Belleza,Este,Online,18,394.18,0.1,0.75,6385.72,4789.29,1596.43,0.25,0.21,1261.18,0.1975,Premium,0
3135,2023-12-20,2023,12,4,653,2064,Belleza,Centro,Mayorista,12,458.94,0.15,0.534,4681.19,2499.76,2181.43,0.466,0.19,1766.96,0.3775,Premium,0
3136,2023-08-16,2023,8,3,473,2181,Libros,Este,Mayorista,9,343.25,0.0,0.487,3089.25,1504.46,1584.79,0.513,0.21,1251.98,0.4053,Premium,0
3137,2023-06-29,2023,6,2,736,2240,Alimentos,Centro,Retail,16,125.15,0.1,0.618,1802.16,1113.73,688.43,0.382,0.19,557.63,0.3094,Premium,0
3138,2023-08-17,2023,8,3,266,2368,Electrónica,Centro,Retail,18,305.89,0.05,0.681,5230.72,3562.12,1668.6,0.319,0.19,1351.57,0.2584,Premium,0
3139,2023-01-22,2023,1,1,558,2023,Libros,Sur,Mayorista,16,485.13,0.2,0.424,6209.66,2632.9,3576.76,0.576,0.19,2897.18,0.4666,Premium,0
3140,2023-06-30,2023,6,2,379,2383,Deportes,Norte,Mayorista,16,493.84,0.2,0.617,6321.15,3900.15,2421.0,0.383,0.19,1961.01,0.3102,Premium,0
3141,2023-11-11,2023,11,4,799,2430,Hogar,Centro,Corporativo,4,322.97,0.15,0.413,1098.1,453.52,644.58,0.587,0.19,522.11,0.4755,Premium,0
3142,2023-08-11,2023,8,3,401,2454,Alimentos,Oeste,Online,7,444.06,0.1,0.584,2797.58,1633.79,1163.79,0.416,0.18,954.31,0.3411,Premium,0
3143,2023-05-21,2023,5,2,630,2082,Hogar,Sur,Retail,1,104.17,0.2,0.49,83.34,40.84,42.5,0.51,0.19,34.43,0.4131,Medio,0
3144,2023-11-24,2023,11,4,679,2469,Electrónica,Norte,Retail,1,126.81,0.1,0.507,114.13,57.86,56.27,0.493,0.19,45.58,0.3994,Medio,0
3145,2023-01-30,2023,1,1,317,2318,Hogar,Sur,Online,8,476.68,0.15,0.563,3241.42,1824.92,1416.5,0.437,0.19,1147.36,0.354,Premium,0
3146,2023-02-08,2023,2,1,201,2184,Hogar,Norte,Online,8,71.94,0.0,0.724,575.52,416.68,158.84,0.276,0.19,128.66,0.2236,Alto,0
3147,2023-12-10,2023,12,4,653,2438,Electrónica,Este,Retail,10,99.6,0.2,0.649,796.8,517.12,279.68,0.351,0.21,220.95,0.2773,Alto,0
3148,2023-11-23,2023,11,4,387,2315,Electrónica,Centro,Mayorista,1,213.17,0.05,0.728,202.51,147.43,55.08,0.272,0.19,44.61,0.2203,Alto,0
3149,2023-07-27,2023,7,3,266,2098,Alimentos,Oeste,Mayorista,14,296.84,0.25,0.631,3116.82,1966.71,1150.11,0.369,0.18,943.09,0.3026,Premium,0
3150,2023-07-06,2023,7,3,720,2061,Hogar,Sur,Online,14,303.89,0.15,0.402,3616.29,1453.75,2162.54,0.598,0.19,1751.66,0.4844,Premium,0
3151,2023-09-20,2023,9,3,135,2285,Libros,Sur,Retail,10,149.53,0.25,0.493,1121.47,552.88,568.59,0.507,0.19,460.56,0.4107,Premium,0
3152,2023-12-14,2023,12,4,452,2476,Electrónica,Sur,Online,19,460.7,0.0,0.717,8753.3,6276.12,2477.18,0.283,0.19,2006.52,0.2292,Premium,1
3153,2023-03-23,2023,3,1,775,2021,Deportes,Sur,Mayorista,16,457.97,0.05,0.625,6961.14,4350.71,2610.43,0.375,0.19,2114.45,0.3038,Premium,0
3154,2023-01-16,2023,1,1,172,2458,Hogar,Centro,Corporativo,9,199.07,0.25,0.744,1343.72,999.73,343.99,0.256,0.19,278.63,0.2074,Premium,0
3155,2023-03-15,2023,3,1,747,2211,Electrónica,Norte,Corporativo,16,219.97,0.05,0.455,3343.54,1521.31,1822.23,0.545,0.19,1476.01,0.4415,Premium,0
3156,2023-11-08,2023,11,4,452,2125,Libros,Centro,Mayorista,8,352.74,0.2,0.504,2257.54,1137.8,1119.74,0.496,0.19,906.99,0.4018,Premium,0
3157,2023-12-14,2023,12,4,169,2412,Belleza,Este,Online,7,333.18,0.1,0.527,2099.03,1106.19,992.84,0.473,0.21,784.34,0.3737,Premium,0
3158,2023-08-13,2023,8,3,524,2498,Alimentos,Centro,Corporativo,11,194.24,0.15,0.514,1816.14,933.5,882.64,0.486,0.19,714.94,0.3937,Premium,0
3159,2023-01-18,2023,1,1,660,2424,Hogar,Centro,Mayorista,6,210.05,0.05,0.488,1197.29,584.28,613.01,0.512,0.19,496.54,0.4147,Premium,0
3160,2023-03-06,2023,3,1,741,2041,Belleza,Este,Retail,15,177.28,0.2,0.555,2127.36,1180.68,946.68,0.445,0.21,747.88,0.3516,Premium,0
3161,2023-02-04,2023,2,1,616,2097,Electrónica,Centro,Online,19,121.52,0.0,0.625,2308.88,1443.05,865.83,0.375,0.19,701.32,0.3037,Premium,0
3162,2023-05-01,2023,5,2,527,2448,Electrónica,Norte,Online,14,231.78,0.05,0.509,3082.67,1569.08,1513.59,0.491,0.19,1226.01,0.3977,Premium,0
3163,2023-11-27,2023,11,4,638,2030,Deportes,Oeste,Corporativo,15,344.78,0.0,0.428,5171.7,2213.49,2958.21,0.572,0.18,2425.73,0.469,Premium,0
3164,2023-07-07,2023,7,3,259,2157,Deportes,Este,Online,6,372.27,0.15,0.648,1898.58,1230.28,668.3,0.352,0.21,527.96,0.2781,Premium,0
3165,2023-07-05,2023,7,3,248,2111,Hogar,Sur,Corporativo,10,390.54,0.2,0.561,3124.32,1752.74,1371.58,0.439,0.19,1110.98,0.3556,Premium,0
3166,2023-07-16,2023,7,3,329,2401,Belleza,Norte,Corporativo,14,190.49,0.0,0.595,2666.86,1586.78,1080.08,0.405,0.19,874.86,0.328,Premium,0
3167,2023-10-18,2023,10,4,661,2246,Belleza,Oeste,Mayorista,16,383.49,0.1,0.559,5522.26,3086.94,2435.32,0.441,0.18,1996.96,0.3616,Premium,0
3168,2023-01-17,2023,1,1,166,2121,Electrónica,Norte,Corporativo,13,8.23,0.25,0.712,80.24,57.13,23.11,0.288,0.19,18.72,0.2333,Medio,0
3169,2023-11-06,2023,11,4,480,2272,Hogar,Norte,Retail,11,241.14,0.0,0.596,2652.54,1580.91,1071.63,0.404,0.19,868.02,0.3272,Premium,0
3170,2023-03-20,2023,3,1,157,2293,Electrónica,Sur,Online,3,397.98,0.0,0.723,1193.94,863.22,330.72,0.277,0.19,267.88,0.2244,Premium,0
3171,2023-12-14,2023,12,4,358,2397,Deportes,Oeste,Corporativo,8,316.87,0.2,0.579,2027.97,1174.19,853.78,0.421,0.18,700.1,0.3452,Premium,0
3172,2023-08-19,2023,8,3,441,2470,Libros,Norte,Online,3,239.66,0.2,0.502,575.18,288.74,286.44,0.498,0.19,232.02,0.4034,Alto,0
3173,2023-07-09,2023,7,3,229,2472,Ropa,Sur,Corporativo,2,324.1,0.05,0.524,615.79,322.67,293.12,0.476,0.19,237.43,0.3856,Alto,0
3174,2023-07-10,2023,7,3,271,2206,Ropa,Este,Mayorista,14,453.94,0.25,0.583,4766.37,2778.79,1987.58,0.417,0.21,1570.19,0.3294,Premium,0
3175,2023-08-16,2023,8,3,713,2109,Electrónica,Sur,Retail,15,285.36,0.0,0.585,4280.4,2504.03,1776.37,0.415,0.19,1438.86,0.3362,Premium,0
3176,2023-02-09,2023,2,1,308,2439,Belleza,Centro,Online,3,400.89,0.0,0.641,1202.67,770.91,431.76,0.359,0.19,349.73,0.2908,Premium,0
3177,2023-10-21,2023,10,4,453,2277,Deportes,Sur,Mayorista,1,490.47,0.2,0.479,392.38,187.95,204.43,0.521,0.19,165.59,0.422,Alto,0
3178,2023-03-12,2023,3,1,570,2450,Alimentos,Sur,Online,15,354.26,0.1,0.631,4782.51,3017.76,1764.75,0.369,0.19,1429.45,0.2989,Premium,0
3179,2023-09-29,2023,9,3,215,2055,Alimentos,Sur,Mayorista,2,288.8,0.2,0.673,462.08,310.98,151.1,0.327,0.19,122.39,0.2649,Alto,0
3180,2023-07-07,2023,7,3,363,2374,Ropa,Norte,Retail,18,23.56,0.1,0.637,381.67,243.12,138.55,0.363,0.19,112.23,0.294,Alto,0
3181,2023-07-23,2023,7,3,761,2402,Libros,Oeste,Corporativo,1,190.37,0.25,0.569,142.78,81.24,61.54,0.431,0.18,50.46,0.3534,Medio,0
3182,2023-06-10,2023,6,2,541,2056,Ropa,Sur,Mayorista,9,284.89,0.2,0.747,2051.21,1532.25,518.96,0.253,0.19,420.36,0.2049,Premium,0
3183,2023-11-29,2023,11,4,647,2427,Electrónica,Sur,Online,3,399.62,0.25,0.542,899.15,487.34,411.81,0.458,0.19,333.57,0.371,Alto,0
3184,2023-05-23,2023,5,2,552,2481,Libros,Centro,Online,2,221.86,0.15,0.437,377.16,164.82,212.34,0.563,0.19,172.0,0.456,Alto,0
3185,2023-05-08,2023,5,2,576,2290,Alimentos,Centro,Mayorista,4,480.23,0.0,0.688,1920.92,1321.59,599.33,0.312,0.19,485.46,0.2527,Premium,0
3186,2023-02-28,2023,2,1,386,2113,Belleza,Este,Retail,16,139.54,0.25,0.474,1674.48,793.7,880.78,0.526,0.21,695.82,0.4155,Premium,0
3187,2023-01-14,2023,1,1,402,2380,Deportes,Este,Retail,1,373.56,0.1,0.65,336.2,218.53,117.67,0.35,0.21,92.96,0.2765,Alto,0
3188,2023-04-06,2023,4,2,410,2384,Deportes,Centro,Corporativo,9,212.42,0.15,0.463,1625.01,752.38,872.63,0.537,0.19,706.83,0.435,Premium,0
3189,2023-09-13,2023,9,3,307,2307,Electrónica,Oeste,Corporativo,8,245.56,0.1,0.406,1768.03,717.82,1050.21,0.594,0.18,861.17,0.4871,Premium,0
3190,2023-09-23,2023,9,3,717,2340,Ropa,Este,Online,6,402.24,0.05,0.456,2292.77,1045.5,1247.27,0.544,0.21,985.34,0.4298,Premium,0
3191,2023-07-18,2023,7,3,545,2476,Electrónica,Oeste,Online,18,151.63,0.05,0.532,2592.87,1379.41,1213.46,0.468,0.18,995.04,0.3838,Premium,0
3192,2023-10-15,2023,10,4,769,2197,Deportes,Centro,Corporativo,16,52.92,0.0,0.437,846.72,370.02,476.7,0.563,0.19,386.13,0.456,Alto,0
3193,2023-03-02,2023,3,1,732,2420,Alimentos,Este,Corporativo,8,262.53,0.15,0.469,1785.2,837.26,947.94,0.531,0.21,748.87,0.4195,Premium,0
3194,2023-05-15,2023,5,2,154,2320,Deportes,Sur,Corporativo,4,266.75,0.15,0.668,906.95,605.84,301.11,0.332,0.19,243.9,0.2689,Alto,0
3195,2023-05-14,2023,5,2,111,2178,Libros,Centro,Mayorista,3,399.6,0.05,0.669,1138.86,761.9,376.96,0.331,0.19,305.34,0.2681,Premium,0
3196,2023-12-27,2023,12,4,756,2384,Belleza,Este,Corporativo,15,484.32,0.0,0.686,7264.8,4983.65,2281.15,0.314,0.21,1802.11,0.2481,Premium,1
3197,2023-08-17,2023,8,3,499,2218,Belleza,Oeste,Mayorista,6,32.37,0.25,0.694,145.66,101.09,44.57,0.306,0.18,36.55,0.2509,Medio,0
3198,2023-04-20,2023,4,2,747,2276,Hogar,Oeste,Mayorista,1,297.89,0.05,0.547,283.0,154.8,128.2,0.453,0.18,105.12,0.3714,Alto,0
3199,2023-11-10,2023,11,4,614,2436,Deportes,Este,Corporativo,18,342.23,0.15,0.704,5236.12,3686.23,1549.89,0.296,0.21,1224.41,0.2338,Premium,0
3200,2023-05-27,2023,5,2,755,2015,Deportes,Oeste,Retail,11,492.97,0.1,0.584,4880.4,2850.15,2030.25,0.416,0.18,1664.8,0.3411,Premium,0
3201,2023-12-22,2023,12,4,641,2491,Belleza,Este,Retail,3,471.58,0.15,0.565,1202.53,679.43,523.1,0.435,0.21,413.25,0.3437,Premium,0
3202,2023-09-09,2023,9,3,336,2378,Hogar,Este,Online,13,357.66,0.0,0.651,4649.58,3026.88,1622.7,0.349,0.21,1281.93,0.2757,Premium,0
3203,2023-04-13,2023,4,2,378,2060,Libros,Oeste,Corporativo,17,263.29,0.15,0.475,3804.54,1807.16,1997.38,0.525,0.18,1637.85,0.4305,Premium,0
3204,2023-03-04,2023,3,1,447,2053,Ropa,Norte,Online,18,84.95,0.2,0.676,1223.28,826.94,396.34,0.324,0.19,321.04,0.2624,Premium,0
3205,2023-03-11,2023,3,1,726,2167,Deportes,Sur,Corporativo,14,195.17,0.15,0.55,2322.52,1277.39,1045.13,0.45,0.19,846.56,0.3645,Premium,0
3206,2023-02-07,2023,2,1,203,2025,Belleza,Centro,Online,7,294.64,0.2,0.445,1649.98,734.24,915.74,0.555,0.19,741.75,0.4496,Premium,0
3207,2023-08-20,2023,8,3,729,2335,Electrónica,Sur,Mayorista,7,363.97,0.05,0.442,2420.4,1069.82,1350.58,0.558,0.19,1093.97,0.452,Premium,0
3208,2023-03-30,2023,3,1,616,2475,Deportes,Centro,Corporativo,14,319.52,0.25,0.458,3354.96,1536.57,1818.39,0.542,0.19,1472.9,0.439,Premium,0
3209,2024-01-01,2024,1,1,347,2064,Electrónica,Centro,Retail,15,358.49,0.2,0.712,4301.88,3062.94,1238.94,0.288,0.19,1003.54,0.2333,Premium,0
3210,2023-08-16,2023,8,3,463,2099,Libros,Sur,Corporativo,12,217.43,0.15,0.747,2217.79,1656.69,561.1,0.253,0.19,454.49,0.2049,Premium,0
3211,2023-02-14,2023,2,1,420,2073,Deportes,Este,Online,12,365.18,0.25,0.525,3286.62,1725.48,1561.14,0.475,0.21,1233.3,0.3752,Premium,0
3212,2023-12-16,2023,12,4,732,2191,Belleza,Oeste,Online,8,76.15,0.25,0.502,456.9,229.36,227.54,0.498,0.18,186.58,0.4084,Alto,0
3213,2023-06-13,2023,6,2,385,2170,Libros,Norte,Online,16,85.48,0.15,0.477,1162.53,554.53,608.0,0.523,0.19,492.48,0.4236,Premium,0
3214,2023-12-08,2023,12,4,248,2272,Libros,Norte,Online,9,85.6,0.15,0.688,654.84,450.53,204.31,0.312,0.19,165.49,0.2527,Alto,0
3215,2023-06-27,2023,6,2,183,2376,Ropa,Norte,Online,2,445.98,0.0,0.473,891.96,421.9,470.06,0.527,0.19,380.75,0.4269,Alto,0
3216,2023-12-30,2023,12,4,505,2186,Deportes,Sur,Online,14,42.64,0.05,0.723,567.11,410.02,157.09,0.277,0.19,127.24,0.2244,Alto,0
3217,2023-02-03,2023,2,1,555,2022,Electrónica,Sur,Retail,16,401.75,0.2,0.634,5142.4,3260.28,1882.12,0.366,0.19,1524.52,0.2965,Premium,0
3218,2023-10-09,2023,10,4,260,2390,Electrónica,Este,Online,5,120.62,0.1,0.714,542.79,387.55,155.24,0.286,0.21,122.64,0.2259,Alto,0
3219,2023-10-05,2023,10,4,559,2427,Deportes,Norte,Retail,5,236.87,0.2,0.594,947.48,562.8,384.68,0.406,0.19,311.59,0.3289,Alto,0
3220,2023-05-29,2023,5,2,649,2180,Hogar,Este,Corporativo,18,458.4,0.15,0.642,7013.52,4502.68,2510.84,0.358,0.21,1983.56,0.2828,Premium,1
3221,2023-06-03,2023,6,2,599,2326,Ropa,Norte,Mayorista,18,295.04,0.1,0.617,4779.65,2949.04,1830.61,0.383,0.19,1482.79,0.3102,Premium,0
3222,2023-03-22,2023,3,1,608,2107,Ropa,Sur,Retail,5,109.01,0.1,0.691,490.55,338.97,151.58,0.309,0.19,122.78,0.2503,Alto,0
3223,2023-12-31,2023,12,4,753,2334,Ropa,Oeste,Corporativo,11,145.62,0.2,0.693,1281.46,888.05,393.41,0.307,0.18,322.6,0.2517,Premium,0
3224,2023-12-30,2023,12,4,580,2161,Electrónica,Oeste,Mayorista,13,460.62,0.2,0.606,4790.45,2903.01,1887.44,0.394,0.18,1547.7,0.3231,Premium,0
3225,2023-12-25,2023,12,4,762,2301,Libros,Oeste,Retail,3,216.44,0.2,0.621,519.46,322.58,196.88,0.379,0.18,161.44,0.3108,Alto,0
3226,2023-11-23,2023,11,4,213,2492,Belleza,Oeste,Retail,17,295.56,0.2,0.723,4019.62,2906.19,1113.43,0.277,0.18,913.01,0.2271,Premium,0
3227,2023-03-31,2023,3,1,677,2451,Hogar,Centro,Corporativo,18,232.67,0.05,0.725,3978.66,2884.53,1094.13,0.275,0.19,886.25,0.2228,Premium,0
3228,2023-07-05,2023,7,3,460,2205,Ropa,Norte,Online,14,192.33,0.0,0.632,2692.62,1701.74,990.88,0.368,0.19,802.61,0.2981,Premium,0
3229,2023-09-18,2023,9,3,440,2077,Electrónica,Oeste,Retail,12,115.52,0.0,0.403,1386.24,558.65,827.59,0.597,0.18,678.62,0.4895,Premium,0
3230,2023-04-25,2023,4,2,548,2015,Electrónica,Centro,Retail,14,344.66,0.2,0.437,3860.19,1686.9,2173.29,0.563,0.19,1760.36,0.456,Premium,0
3231,2023-03-04,2023,3,1,279,2326,Libros,Centro,Corporativo,18,360.53,0.0,0.7,6489.54,4542.68,1946.86,0.3,0.19,1576.96,0.243,Premium,0
3232,2023-04-13,2023,4,2,506,2095,Deportes,Centro,Online,2,141.07,0.2,0.43,225.71,97.06,128.65,0.57,0.19,104.21,0.4617,Alto,0
3233,2023-03-13,2023,3,1,765,2146,Deportes,Este,Mayorista,7,395.56,0.2,0.475,2215.14,1052.19,1162.95,0.525,0.21,918.73,0.4148,Premium,0
3234,2023-05-02,2023,5,2,295,2001,Belleza,Este,Online,15,427.99,0.2,0.481,5135.88,2470.36,2665.52,0.519,0.21,2105.76,0.41,Premium,0
3235,2023-09-10,2023,9,3,565,2009,Belleza,Centro,Online,10,460.73,0.25,0.61,3455.48,2107.84,1347.64,0.39,0.19,1091.59,0.3159,Premium,0
3236,2023-01-14,2023,1,1,410,2433,Ropa,Oeste,Corporativo,15,84.8,0.05,0.602,1208.4,727.46,480.94,0.398,0.18,394.37,0.3264,Premium,0
3237,2023-07-04,2023,7,3,361,2124,Belleza,Norte,Online,17,155.44,0.15,0.501,2246.11,1125.3,1120.81,0.499,0.19,907.86,0.4042,Premium,0
3238,2023-10-11,2023,10,4,518,2080,Ropa,Sur,Corporativo,11,430.87,0.0,0.473,4739.57,2241.82,2497.75,0.527,0.19,2023.18,0.4269,Premium,0
3239,2023-10-21,2023,10,4,505,2484,Hogar,Este,Mayorista,2,103.28,0.0,0.668,206.56,137.98,68.58,0.332,0.21,54.18,0.2623,Alto,0
3240,2023-07-08,2023,7,3,242,2139,Belleza,Oeste,Retail,18,6.72,0.05,0.727,114.91,83.54,31.37,0.273,0.18,25.72,0.2238,Medio,0
3241,2023-08-28,2023,8,3,441,2325,Libros,Oeste,Retail,4,436.06,0.05,0.418,1657.03,692.64,964.39,0.582,0.18,790.8,0.4772,Premium,0
3242,2023-10-10,2023,10,4,415,2149,Ropa,Sur,Corporativo,9,166.59,0.15,0.447,1274.41,569.66,704.75,0.553,0.19,570.85,0.4479,Premium,0
3243,2023-03-08,2023,3,1,200,2287,Libros,Sur,Corporativo,17,210.18,0.2,0.625,2858.45,1786.53,1071.92,0.375,0.19,868.26,0.3038,Premium,0
3244,2023-11-10,2023,11,4,343,2360,Electrónica,Oeste,Online,17,225.94,0.25,0.682,2880.74,1964.66,916.08,0.318,0.18,751.19,0.2608,Premium,0
3245,2023-02-14,2023,2,1,589,2339,Ropa,Sur,Online,17,424.9,0.25,0.677,5417.48,3667.63,1749.85,0.323,0.19,1417.38,0.2616,Premium,0
3246,2023-02-03,2023,2,1,111,2128,Electrónica,Oeste,Retail,16,172.26,0.15,0.652,2342.74,1527.47,815.27,0.348,0.18,668.52,0.2854,Premium,0
3247,2023-06-08,2023,6,2,338,2437,Alimentos,Sur,Retail,8,446.68,0.0,0.711,3573.44,2540.72,1032.72,0.289,0.19,836.5,0.2341,Premium,0
3248,2023-07-23,2023,7,3,660,2238,Libros,Sur,Retail,15,310.38,0.05,0.476,4422.92,2105.31,2317.61,0.524,0.19,1877.26,0.4244,Premium,0
3249,2023-09-03,2023,9,3,141,2057,Alimentos,Oeste,Corporativo,1,266.01,0.15,0.438,226.11,99.04,127.07,0.562,0.18,104.2,0.4608,Alto,0
3250,2023-09-27,2023,9,3,777,2197,Ropa,Centro,Mayorista,19,166.18,0.0,0.615,3157.42,1941.81,1215.61,0.385,0.19,984.64,0.3118,Premium,0
3251,2023-07-30,2023,7,3,693,2210,Electrónica,Oeste,Mayorista,15,125.64,0.15,0.688,1601.91,1102.11,499.8,0.312,0.18,409.84,0.2558,Premium,0
3252,2023-07-29,2023,7,3,528,2401,Ropa,Norte,Corporativo,9,313.91,0.15,0.604,2401.41,1450.45,950.96,0.396,0.19,770.28,0.3208,Premium,0
3253,2023-10-22,2023,10,4,257,2389,Alimentos,Sur,Online,5,226.21,0.2,0.737,904.84,666.87,237.97,0.263,0.19,192.76,0.213,Alto,0
3254,2023-02-07,2023,2,1,315,2044,Ropa,Este,Mayorista,16,455.71,0.15,0.678,6197.66,4202.01,1995.65,0.322,0.21,1576.56,0.2544,Premium,0
3255,2023-03-06,2023,3,1,769,2096,Hogar,Sur,Online,13,248.36,0.2,0.645,2582.94,1666.0,916.94,0.355,0.19,742.72,0.2875,Premium,0
3256,2023-06-12,2023,6,2,561,2278,Deportes,Norte,Retail,16,258.34,0.0,0.421,4133.44,1740.18,2393.26,0.579,0.19,1938.54,0.469,Premium,0
3257,2023-11-25,2023,11,4,233,2022,Alimentos,Este,Retail,11,211.28,0.25,0.438,1743.06,763.46,979.6,0.562,0.21,773.88,0.444,Premium,0
3258,2023-02-07,2023,2,1,166,2409,Ropa,Este,Online,13,395.69,0.0,0.675,5143.97,3472.18,1671.79,0.325,0.21,1320.71,0.2567,Premium,0
3259,2023-08-19,2023,8,3,106,2460,Electrónica,Oeste,Retail,6,215.3,0.2,0.469,1033.44,484.68,548.76,0.531,0.18,449.98,0.4354,Premium,0
3260,2023-08-27,2023,8,3,625,2390,Ropa,Centro,Corporativo,17,138.32,0.25,0.41,1763.58,723.07,1040.51,0.59,0.19,842.81,0.4779,Premium,0
3261,2023-12-15,2023,12,4,172,2334,Electrónica,Oeste,Online,5,431.71,0.1,0.719,1942.69,1396.79,545.9,0.281,0.18,447.64,0.2304,Premium,0
3262,2023-09-22,2023,9,3,498,2043,Deportes,Este,Online,17,300.43,0.25,0.712,3830.48,2727.3,1103.18,0.288,0.21,871.51,0.2275,Premium,0
3263,2023-06-26,2023,6,2,504,2026,Ropa,Este,Online,1,297.8,0.15,0.476,253.13,120.49,132.64,0.524,0.21,104.79,0.414,Alto,0
3264,2023-03-07,2023,3,1,774,2281,Belleza,Centro,Mayorista,5,307.36,0.0,0.673,1536.8,1034.27,502.53,0.327,0.19,407.05,0.2649,Premium,0
3265,2023-10-10,2023,10,4,677,2096,Belleza,Sur,Online,5,360.83,0.15,0.417,1533.53,639.48,894.05,0.583,0.19,724.18,0.4722,Premium,0
3266,2023-11-24,2023,11,4,229,2462,Deportes,Centro,Online,7,159.97,0.25,0.5,839.84,419.92,419.92,0.5,0.19,340.14,0.405,Alto,0
3267,2023-10-28,2023,10,4,565,2035,Alimentos,Oeste,Online,16,21.75,0.1,0.618,313.2,193.56,119.64,0.382,0.18,98.1,0.3132,Alto,0
3268,2023-04-04,2023,4,2,305,2108,Electrónica,Sur,Mayorista,18,406.24,0.15,0.667,6215.47,4145.72,2069.75,0.333,0.19,1676.5,0.2697,Premium,0
3269,2023-03-08,2023,3,1,365,2054,Belleza,Oeste,Retail,6,68.81,0.1,0.404,371.57,150.11,221.46,0.596,0.18,181.6,0.4887,Alto,0
3270,2023-08-10,2023,8,3,636,2191,Hogar,Centro,Mayorista,2,362.3,0.05,0.514,688.37,353.82,334.55,0.486,0.19,270.99,0.3937,Alto,0
3271,2023-09-15,2023,9,3,352,2218,Alimentos,Sur,Corporativo,13,45.75,0.1,0.475,535.28,254.26,281.02,0.525,0.19,227.63,0.4253,Alto,0
3272,2023-01-29,2023,1,1,388,2184,Electrónica,Centro,Online,10,190.78,0.0,0.75,1907.8,1430.85,476.95,0.25,0.19,386.33,0.2025,Premium,0
3273,2023-03-05,2023,3,1,263,2068,Deportes,Norte,Corporativo,11,36.2,0.25,0.635,298.65,189.64,109.01,0.365,0.19,88.3,0.2957,Alto,0
3274,2023-09-23,2023,9,3,194,2316,Belleza,Este,Mayorista,2,263.5,0.2,0.542,421.6,228.51,193.09,0.458,0.21,152.54,0.3618,Alto,0
3275,2023-03-20,2023,3,1,209,2129,Libros,Sur,Retail,8,328.3,0.2,0.426,2101.12,895.08,1206.04,0.574,0.19,976.89,0.4649,Premium,0
3276,2023-06-05,2023,6,2,435,2054,Ropa,Este,Retail,19,89.86,0.15,0.61,1451.24,885.26,565.98,0.39,0.21,447.12,0.3081,Premium,0
3277,2023-03-26,2023,3,1,337,2377,Deportes,Norte,Online,17,188.96,0.25,0.625,2409.24,1505.78,903.46,0.375,0.19,731.8,0.3037,Premium,0
3278,2023-03-24,2023,3,1,480,2096,Electrónica,Sur,Retail,16,465.47,0.05,0.686,7075.14,4853.55,2221.59,0.314,0.19,1799.49,0.2543,Premium,1
3279,2023-06-15,2023,6,2,535,2335,Electrónica,Este,Mayorista,10,267.935,0.15,0.501,2277.45,1141.0,1136.45,0.499,0.21,897.8,0.3942,Premium,0
3280,2023-12-30,2023,12,4,582,2086,Electrónica,Este,Mayorista,5,402.26,0.1,0.743,1810.17,1344.96,465.21,0.257,0.21,367.52,0.203,Premium,0
3281,2023-04-26,2023,4,2,124,2293,Electrónica,Sur,Retail,14,463.96,0.2,0.554,5196.35,2878.78,2317.57,0.446,0.19,1877.23,0.3613,Premium,0
3282,2023-06-27,2023,6,2,752,2118,Ropa,Este,Online,19,487.3,0.1,0.504,8332.83,4199.75,4133.08,0.496,0.21,3265.13,0.3918,Premium,1
3283,2023-09-23,2023,9,3,216,2207,Alimentos,Este,Online,4,449.67,0.2,0.522,1438.94,751.13,687.81,0.478,0.21,543.37,0.3776,Premium,0
